text,final_sentiment
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'lapang', 'kerja', 'dampak', 'negatif']",-1
"['teman', 'gembargembor', 'fre', 'palestine', 'eh', 'ngepost', 'konsumsi', 'mcdonalds', 'jelasjelas', 'boikot', 'serah', 'deh', 'doyan', 'konsumsi', 'mcdonalds', 'enggak', 'enggak', 'usah', 'post', 'blunder']",1
"['orang', 'tinggal', 'kampung', 'gampang', 'laku', 'boikot', 'emakbapak', 'pizzaan', 'kopi', 'mcdonalds', 'dl', 'kampung', 'minum', 'sprite', 'doyan', 'susah', 'perihal', 'royco', 'doang', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['enak', 'sih', 'jaman', 'belum', 'boikot', 'makan', 'mcdonalds', 'kfc', 'jarang', 'habis', 'enek', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['sorry', 'but', 'army', 'kecewa', 'hidup', 'gua', 'begimane', 'sampai', 'mcdonalds', 'beli', 'sampai', 'but', 'gapeduli', 'egois']",-1
"['beli', 'main', 'mah', 'iya', 'enggak', 'ada', 'efek', 'samping', 'contoh', 'sbix', 'mcdonalds', 'benar', 'orang', 'sampai', 'konsumsi', 'samsek', 'rugi', 'benar', 'iya', 'enggak', 'usah', 'main', 'genshin', 'uninstal']",-1
"['enggak', 'peduli', 'politik', 'israelpalestine']",-1
"['boikot', 'kesan', 'terus', 'boikot', 'brand', 'zionist', 'melintidakup', 'htetapstcobejdwor', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['dukung', 'zionis', 'bicara', 'terus', 'hindarin', 'henti', 'palestina']",1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'kerja', 'lokal', 'sulit', 'uang']",-1
"['gerak', 'boikot', 'laku', 'umkm', 'hilang', 'dapat']",-1
"['the', 'mcdonalds', 'tang', 'mcdonalds', 'sapot', 'taehyung', 'sial', 'and', 'israhel', 'boikot', 'korangharitu', 'lah', 'korang', 'backup', 'statement', 'tetiba', 'kecam', 'taehyung', 'konon', 'kelakar', 'lak', 'indonesia', 'sial', 'and', 'main', 'statement', 'sapot', 'fuck']",1
"['htetapstcoknmjflc', 'mcdonalds', 'disney', 'pilih', 'capek', 'boikot', 'zionist', 'inter', 'sih', 'pro', 'banget', 'army', 'hybe', 'scooter']",1
"['naini', 'ikut', 'boikotin', 'atau', 'makan', 'mcdonalds', 'iya', 'urus', 'sila', 'sampai', 'diposting', 'mancing', 'iya', 'pintar', 'iya', 'sih', 'enggak', 'bisa', 'hidup', 'dengan', 'mana', 'bumi', 'pijak', 'situ', 'langit', 'junjung', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'kerja', 'lokal', 'ancam', 'phk']",-1
"['blagi', 'sih', 'kedapetan', 'beli', 'mcdonalds', 'orang', 'sb', 'dapat', 'sorot', 'iya', 'gampang', 'saja', 'protes', 'fastfood', 'abisa', 'makan', 'selesai', 'coba', 'barang', 'pakai', 'adidas', 'google', 'iphone', 'utube', 'kenapa', 'kok', 'diam', 'iya', 'susah', 'protes', 'boikot', 'pakai', 'memang', 'hatersnya', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['point', 'out', 'peduli', 'beli', 'mcdonalds', 'ngepost', 'ngepost', 'terus', 'trendingin', 'hastag', 'suruh', 'takedown', 'edukasi', 'salah', 'cari', 'excuse', 'hipokrit']",-1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'supplier', 'lokal', 'alam', 'turun']",-1
"['karyawan', 'korban', 'utama', 'turun', 'produktivitas']",-1
"['anw', 'pastiin', 'kalauo', 'idol', 'speak', 'up', 'konsisten', 'diboikotin', 'hindar', 'produk', 'afiliasi', 'zio', 'sbux', 'mcdonalds', 'lupa', 'edukasi', 'orang', 'orang', 'dekat']",1
"['rugi', 'boikot', 'lapang', 'kerja', 'akibat', 'ketidakpastian', 'usaha']",-1
"['tetap', 'agens', 'zionist', 'boikot', 'lagu', 'pls', 'mcdonalds', 'indonesia', 'aqua', 'doang', 'diboykot', 'htetapstconrxobjvy', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['aku', 'hindarintapi', 'suka', 'deh', 'jhouse', 'mcdonalds', 'apaapa']",-1
"['heran', 'bisa', 'fan', 'nya', 'tetap', 'bela', 'mati', 'sampai', 'blagi', 'mcdonalds', 'boikottin', 'apa', 'mean', 'like', 'woy', 'salah', 'iya', 'aku', 'salah', 'maaf', 'putar', 'balik', 'fakta', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['mcdonalds', 'deaf', 'list', 'mcdonalds', 'mbak', 'htetapstcopadauuptzf', 'baca', 'tone', 'lihat', 'negara', 'diboikotin', 'peduli', 'korea', 'bds', 'dasar', 'boikot', 'isriwil', 'cabang', 'mcdonalds', 'lihat', 'noh', 'baca', 'bds', 'movement', 'loh', 'kasih', 'mcdonalds', 'makan']",1
"['kena', 'sasar', 'boikot', 'ton', 'jack', 'si', 'htetapstcosdkinrstz', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['kerja', 'lokal', 'korban', 'utama', 'hilang', 'masuk']",-1
"['koar', 'boikot', 'upadaate', 'tolong', 'bds', 'mcdonalds', 'tolonglaaaaah', 'baca', 'boikot', 'htetapstcoqrbveandj']",1
"['kena', 'boikot', 'bighit', 'takat', 'kentang', 'goreng', 'mcdonalds', 'kalah', 'annoying']",1
"['davom', 'jim', 'mcdonalds', 'boikot', 'mcdonalds', 'qolmayapman', 'boikot', 'eplolmaganlar', 'lib', 'qilishni', 'ayo', 'ketadigandek', 'burger', 'yursa', 'imkonim', 'qoralab', 'qilishni', 'yuraverishadi', 'boricha', 'bir', 'men', 'boikot', 'coca', 'yirtilib', 'colasiz', 'king', 'etyapman', 'alhamdulillah', 'ubah', 'qoralamay', 'va', 'boikot', 'boykotda', 'joyi', 'qilishni']",1
"['please', 'dont', 'stop', 'tapi', 'boikot', 'htetapstcoxnribwsdf']",1
"['karyawan', 'korban', 'utama', 'gerak', 'boikot', 'efektif']",-1
"['karena', 'kentang', 'dar', 'kentang', 'mcdonalds', 'masuk', 'list', 'boikotin', 'nyumbang', 'uang', 'laku', 'genosida', 'issue', 'dunia', 'kayak', 'begini', 'impact', 'taehyung', 'upload', 'kentang', 'beli', 'mcdonalds', 'mcdonalds', 'diboikotin']",-1
"['tertawa', 'sadar', 'atur', 'konantia', 'dengan', 'hindarin', 'menyebarluaskan', 'tweet', 'hindariner', 'iya', 'putus', 'masing', 'diomongin', 'akun', 'gembok', 'benar', 'ya', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",1
"['mcdonalds', 'pegawai', 'wni', 'starbucks', 'kesel', 'bagaimana', 'bela', 'ayo', 'wajar', 'nganggur', 'wna', 'aksi', 'produk', 'indonesia', 'hindarin', 'pikir', 'alas', 'ubah', 'kenal', 'ngakunya', 'rela', 'manusia', 'boikot', 'mcdonalds', 'hindarin', 'ada', 'apa', 'wni', 'lho']",1
"['ingat', 'tanya', 'salah', 'pelopor', 'threadnya', 'aespa', 'hapus', 'boikot', 'jiso', 'egx', 'iya', 'membernya', 'hapus', 'postingan', 'mcdonalds', 'ig', 'jelasin', 'case', 'jiso', 'jiso', 'konsumsi', 'story', 'kemarin', 'ba', 'dior', 'boikot', 'htetapstcoedydmhcjn', 'sadar', 'dukung', 'produk', 'lokal']",1
"['etc', 'besar', 'brand', 'mcdonalds', 'hp', 'beli', 'anjur', 'ganti', 'jual', 'bds', 'kak', 'lai', 'utak', 'gaji', 'hp', 'dari', 'kasih', 'bahas', 'tlnjur', 'pakai', 'ksamapatan', 'boikot', 'utak', 'utak', 'nya', 'produk', 'sbuk', 'fokus', 'orang', 'seperti']",1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'usaha', 'franchise', 'dampak', 'negatif']",-1
"['orang', 'kopi', 'lokal', 'burger', 'boikot', 'ngehindar', 'belum', 'starbucks', 'ngeramein', 'boikot', 'lokal', 'ngeramein', 'belum', 'dar', 'mcdonalds', 'orang']",1
"['mari', 'boikot', 'saja']",1
"['bobby', 'masuk', 'list', 'iya', 'endors', 'pas', 'kasih', 'sih', 'mcdonalds', 'boikot', 'hapus', 'postingan', 'tentang', 'sih', 'mcdonalds']",1
"['ih', 'gemas', 'pengenitukan', 'mcdonalds', 'malay', 'plis', 'sih', 'fansnya', 'susah', 'boikotin', 'tutup', 'mata', 'astaghfirullah', 'htetapstcorpouqrguc', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['iya', 'problem', 'bds', 'seru', 'boikot', 'starbucks', 'diam', 'seru', 'boikot', 'masuk', 'kriteria', 'boikot', 'mereka', 'boikot', 'oranganik', 'masuk', 'sesuai', 'dengan', 'kriteria', 'seperti', 'bk', 'sih', 'mcdonalds', 'oranganik', 'masuk', 'list', 'dengan', 'starbucks', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['tesis', 'htetapstcopqkflsxumk', 'konflik', 'isi', 'tanda', 'warga', 'kampanye', 'consumer', 'tahun', 'yuk', 'pengaruh', 'iya', 'kuesioner', 'twitter', 'boikot', 'amp', 'israel', 'mcdonalds', 'palestina', 'konantia', 'boikot', 'halo', 'senjata', 'jajan', 'gencat', 'behavior', 'boikot', 'bantu']",1
"['hudah', 'beli', 'deh', 'kentang', 'mcdonalds', 'anjir', 'anak', 'poto', 'post', 'apa', 'capek', 'iya', 'random']",-1
"['dunia', 'gampang', 'starbak', 'mcdonalds', 'boikot', 'boikot']",1
"['hello', 'iya', 'kelas', 'paling', 'mcdonalds', 'atas', 'kafir', 'artis', 'boikotin', 'li', 'harapin', 'copot', 'telinga', 'tau', 'serius', 'orang', 'mean', 'idolin', 'kompak', 'jantung', 'starbucks', 'orang', 'mata', 'efek', 'boikotin', 'boikot', 'kafir', 'rasa', 'tentang', 'mcdonalds', 'orang']",1
"['ubah', 'kolab', 'kooko', 'tusbol', 'sih', 'mcdonalds', 'adidas', 'posting', 'bunda', 'sama', 'posting', 'handle', 'ratjoon', 'kaum', 'ayo', 'sih', 'sama', 'sama', 'noh', 'mcdonalds', 'zionist', 'boikot', 'madu', 'boikot', 'sama', 'album', 'disney', 'mimi', 'mimi', 'boikot', 'cocacola', 'papih', 'zionist', 'papih', 'kooko', 'bunda', 'tayang', 'jhorse', 'baju', 'skuter', 'sama']",1
"['tipu', 'iya', 'mcdonalds', 'target', 'boikot', 'bds', 'iya', 'sadar', 'dukung', 'produk', 'lokal']",1
"['dampak', 'ormas', 'lokal', 'boikot', 'perintah', 'least', 'produk', 'makan', 'sadar', 'nya', 'kesana', 'islam', 'karyawan', 'lara', 'kaefci', 'starbak', 'at', 'tangan', 'dukung', 'gede', 'mcdonalds']",-1
"['mcdonalds', 'lihat', 'itu', 'maksud', 'kompak', 'boikotin', 'habis', 'bagaimana', 'beli', 'mcdonalds', 'sih', 'sana', 'cabang', 'efek', 'support', 'kebel', 'boikot', 'rasa']",1
"['naikin', 'bawa', 'boikot', 'mcdonalds', 'hastag', 'orang', 'ngapa', 'bawa', 'upload', 'rang', 'apa', 'salah', 'nyuruh', 'kocak', 'literally', 'educate', 'member', 'grup', 'sadar', 'army', 'senang', 'produk', 'dukung', 'jimin', 'lokal', 'orang', 'album']",1
"['okay', 'jumpa', 'laneige', 'salah', 'kena', 'boikot', 'should', 'bookamuark', 'this', 'tweet', 'htetapstcoigqkglagiwft']",1
"['boikot', 'kak', 'kayak', 'brand', 'mcdonalds', 'sbux', 'dl']",1
"['kasihan', 'banget', 'army', 'tipu', 'propaganda', 'israel', 'sumbantidakan', 'banding', 'dengan', 'genosida', 'sih', 'mcdonalds', 'dukung', 'boikot', 'list', 'boikot', 'htetapstcodbfmbzsl', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['moga', 'next', 'event', 'gandeng', 'produk', 'boicot', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",1
"['beli', 'yaudah', 'pakai', 'kali', 'boikot', 'sumpah', 'kayak', 'begini', 'zionis', 'dijelasin', 'iya', 'sosial', 'media', 'ungkit', 'rt', 'benar', 'mas', 'oke', 'kalauo', 'kayak', 'mcdonalds', 'starbak', 'su']",1
"['efek', 'salah', 'member', 'bts', 'dukung', 'palestina', 'tiba', 'promosiin', 'sih', 'mcdonalds', 'fansnya', 'enggak', 'negur', 'malah', 'beli', 'bela', 'sih', 'salah', 'sih', 'mcdonalds', 'enggak', 'diboikotin', 'beberapa', 'fan', 'kpop', 'kemarin', 'bully', 'habis', 'nyuarin', 'boikotin', 'anggap', 'citra', 'miris']",1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'ekonomi', 'daerah', 'ancam', 'phk']",-1
"['prefer', 'mcdonalds', 'dukung', 'produk', 'richeese', 'sadar', 'gasuka', 'boikot', 'lokal']",1
"['cola', 'nj', 'fan', 'dua', 'hybe', 'tinggal', 'dih', 'afiliasi', 'boikot', 'geblek', 'ribut', 'mcdonalds', 'coca', 'enji', 'pilih', 'najis', 'tebang']",1
"['ter', 'mie', 'produk', 'dukung', 'karena', 'lokal', 'boikot', 'mcdonalds', 'sadar', 'gaco', 'rt', 'favorit', 'me', 'time']",1
"['korang', 'taknak', 'hindarin', 'bola', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['point', 'coffeegtsbux', 'mcdonalds', 'enak', 'enggak', 'punya', 'duit', 'beli', 'boikot', 'boikot', 'tetap', 'beli', 'tertawa', 'disney', 'tarik', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['mcdonalds', 'asli', 'mcdonalds', 'boikot', 'idolnya', 'army', 'langsung', 'idol', 'malu', 'zionis', 'jelas', 'army', 'feeds', 'brand', 'nct', 'maluin', 'hujat', 'unfollow', 'ig', 'post', 'jw', 'blokir', 'ayo', 'terang', 'beli', 'idolnya', 'terang', 'pas', 'ba', 'pas', 'ubah']",1
"['buka', 'diboikotin', 'beli', 'mcdonalds', 'kabur', 'bawa', 'pegawai', 'nya', 'bawa', 'mesin', 'kasir', 'isi', 'duit', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['boikot', 'buku', 'biologi', 'teori', 'darwin', 'kalauo', 'hindarin', 'guru', 'killer', 'sih', 'urus', 'mending', 'hindarin', 'guru', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['boikot', 'mcdonalds', 'konsumsi', 'sabana', 'nikita', 'fried', 'chicken', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'kerja', 'paruh', 'alam', 'rugi']",-1
"['coca', 'cola', 'psi', 'mc', 'donalds', 'kfc', 'kentuckaya', 'starbucks', 'hepsi', 'boikot', 'sadar', 'dukung', 'produk', 'lokal']",1
"['fokus', 'hati', 'beli', 'mcdonalds', 'sekuteng', 'kak']",-1
"['brand', 'melarangdpt', 'lvmh', 'warga', 'palestina', 'tindak', 'konsumsi', 'sana', 'urus', 'boikot', 'konsumsi', 'pribadi', 'sb', 'khusus', 'dikorea', 'diboykot', 'bead', 'bela', 'kok', 'sana', 'mcdonalds']",1
"['kata', 'dikorea', 'minim', 'beri', 'boicot', 'iya', 'tertawa', 'sadar', 'jelek', 'tertawa', 'sama', 'mcdonalds', 'diboicot', 'aplikasi', 'aplikasi', 'pakai', 'diboicot', 'wkkwwk', 'melek', 'hati', 'melek', 'mata', 'iya', 'orang', 'orang', 'iman', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'supplier', 'lokal', 'turun', 'omzet']",-1
"['benar', 'gakper', 'april', 'mcdonalds', 'masuk', 'boikot', 'htetapstcojmmnulblagi']",1
"['tertawa', 'sadar', 'atur', 'konantia', 'dengan', 'beli', 'menyebarluaskan', 'tweet', 'belier', 'iya', 'putus', 'masing', 'diomongin', 'akun', 'gembok', 'benar', 'ya', 'hipokrit']",-1
"['supplier', 'lokal', 'korban', 'utama', 'dampak', 'ekonomi', 'luas']",-1
"['seperti', 'dari', 'sbuk', 'dukung', 'utak', 'tlnjur', 'ksamapatan', 'besar', 'bahas', 'anjur', 'boikot', 'utak', 'gaji', 'produk', 'utak', 'sadar', 'produk', 'mcdonalds', 'lai', 'orang', 'ganti', 'pakai', 'bds', 'nya', 'lokal', 'beli', 'brand', 'kak', 'hp', 'fokus', 'etc', 'jual', 'kasih', 'hp']",1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'karyawan', 'hilang', 'dapat']",-1
"['anjur', 'utak', 'fokus', 'boikot', 'produk', 'dari', 'bds', 'kak', 'lai', 'besar', 'seperti', 'sbuk', 'hp', 'mcdonalds', 'etc', 'hp', 'tlnjur', 'beli', 'jual', 'kasih', 'ksamapatan', 'orang', 'utak', 'ganti', 'pakai', 'brand', 'nya', 'utak', 'gaji', 'bahas', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",1
"['nganggap', 'reason', 'enough', 'boikot', 'mcdonalds', 'iya', 'sila', 'boikot', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['lnjut', 'collab', 'lokal', 'bukti', 'artis', 'mcdonalds', 'mah', 'kapok', 'mempan', 'dukung', 'doyoung', 'merch', 'mrsa', 'iya', 'untung', 'beli', 'fan', 'sih', 'excited', 'hindarin', 'produk', 'collab', 'doang', 'boikot', 'hilang', 'karena', 'iya', 'ngehype', 'fansnya', 'sadar', 'bang']",-1
"['kerja', 'lokal', 'korban', 'utama', 'hilang', 'masuk']",-1
"['dana', 'boikot', 'isel', 'alas', 'dukung', 'isel', 'mcdonalds', 'doyoung', 'ngeikalauanin', 'project', 'tuju', 'nyumbang']",1
"['rame', 'boikot', 'mcdonalds', 'sbux', 'kfc', 'sempat', 'emas', 'kompetitor', 'kayak', 'ricis', 'kopi', 'kenang', 'burger', 'bangor', 'nako', 'mixue', 'dl', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['beger', 'mcdonalds', 'beli', 'beger', 'mcdonalds', 'memang', 'kena', 'tekak']",-1
"['rugi', 'boikot', 'lapang', 'kerja', 'akibat', 'turun', 'produktivitas']",-1
"['nak', 'boikot', 'mcdonalds', 'soonmenjadi', 'sogo', 'bangetau', 'ubah', 'jolibe', 'beli', 'ganti', 'alhamdulillah', 'ayo', 'tutup', 'mcdonalds']",-1
"['sponsor', 'selubung', 'kak', 'endorse', 'mcdonalds', 'sbux', 'gaet', 'public', 'figur', 'hipokrit']",-1
"['htetapstcoxbjknvzb', 'alas', 'ayo', 'dbisa', 'mcdonalds', 'release', 'akun', 'oranganik', 'masuk', 'mcdonalds', 'boikot', 'funding', 'ubah', 'boikotin', 'adidas', 'cari']",1
"['tanggung', 'boikot', 'mcdonalds', 'china', 'pro', 'israel', 'nya', 'kirim', 'rompi', 'anti', 'peluru', 'nya', 'boikot', 'barang', 'china', 'nya', 'hp', 'ken', 'pakai', 'buang', 'mcdonalds', 'tenaga', 'kerja', 'indonesia', 'diboykot', 'rugi', 'diphk', 'kasihan', 'ayo', 'boicot', 'mcdonalds', 'ubah']",1
"['pijet', 'boikot', 'lumayan', 'htetapstcorzdfogfjow', 'pricey', 'lamar', 'makalauumin', 'buka', 'ig', 'sedih', 'banding', 'iya']",1
"['sih', 'boikot', 'boikot', 'starbak', 'kerja', 'pro', 'iya', 'mcdonalds', 'nasib', 'mcdonalds', 'ubah', 'iya', 'ayo', 'mikir']",1
"['nk', 'beli', 'beli', 'jela', 'pilih', 'itu', 'overhead', 'hipokrit']",-1
"['boikot', 'sudah', 'jer', 'harga', 'mahal', 'hahahahah']",1
"['kompak', 'malu', 'htetapstcohmqblkqph', 'tahu', 'rasa', 'mcdonalds', 'efek', 'bego', 'tahu', 'dunia', 'boikot']",1
"['suruh', 'boikot', 'kali', 'influence', 'butuh', 'centang', 'biru', 'beli', 'buka', 'mata', 'standard', 'ganda', 'beli', 'centang', 'kali', 'oke', 'oke', 'gilir', 'beli', 'mcdonalds', 'langsung', 'koar', 'beli', 'centang', 'kali', 'baik', 'bang', 'kayak', 'oenggemar', 'bts', 'claim', 'beli', 'mcdonalds', 'lucu']",-1
"['mcdonalds', 'israhel', 'besar', 'boikot', 'pon', 'malu', 'royalti', 'fund', 'pon', 'direct', 'nih', 'indonesia', 'nama', 'efek', 'indonesia', 'bayar', 'kena', 'mcdonalds', 'hq', 'boikotin', 'indonesia', 'mesti', 'franchise', 'sebab', 'up', 'using', 'tapi', 'stop', 'kompak', 'statement', 'mcdonalds', 'rasa', 'mcdonalds']",1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'ajar', 'parttime', 'dampak', 'negatif']",-1
"['sebab', 'orang', 'cakna', 'bro', 'ramai', 'cakna', 'tentang', 'isu', 'nih', 'cuba', 'cari', 'jalan', 'utak', 'fight', 'nk', 'pergi', 'perang', 'cuba', 'fight', 'segi', 'ekonomi', 'lumpuh', 'ekonomi', 'dorang', 'hindarin', 'orang', 'benci', 'mcdonalds', 'sebab', 'mcdonalds', 'sponsor', 'askar', 'israhel', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['banyak', 'boikot', 'memang', 'bahasa', 'tapi', 'ya', 'rame', 'orang', 'bts', 'jujur', 'boikot', 'minggu', 'masih', 'susah', 'iya', 'pada', 'indonesia', 'mcdonalds', 'nih', 'maaf', 'ubah', 'erti', 'boikot', 'fan', 'sih', 'indonesia', 'cola', 'bnyakan', 'ayo', 'stb', 'minum', 'mcdonalds', 'orang', 'korea', 'baca']",1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'kerja', 'lokal', 'hilang', 'dapat']",-1
"['boikot', 'ubah', 'sodara', 'kasihan', 'air', 'sih', 'bangsa', 'apa', 'tanah', 'sih', 'hamas', 'boikot', 'kerja', 'bodo', 'ayo', 'mcdonalds', 'sodara', 'mcdonalds']",1
"['suruh', 'boikotin', 'bijak', 'cukup', 'boikotin', 'brand', 'mknnmnumnbaju', 'sekian', 'kome', 'lalak', 'plok', 'cukup', 'habis', 'itu', 'fb', 'instgram', 'boikotin', 'bodoh', 'nya', 'lahai', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['menfes', 'sender', 'nyuruh', 'boikot', 'bilang', 'pikir', 'beli', 'mcdonalds', 'beli', 'merek', 'iya', 'yaudah', 'sih', 'hak', 'lebar', 'bahas', 'hipokrit']",-1
"['tuju', 'boikot', 'lapang', 'kerja', 'tahan']",-1
"['mcdonalds', 'kasih', 'belian', 'isriwil', 'loh', 'mbak', 'peduli', 'mcdonalds', 'cabang', 'negara', 'mcdonalds', 'list', 'bds', 'movement', 'boikot', 'baca', 'baca', 'noh', 'lihat', 'bds', 'korea', 'lihat', 'sih', 'mcdonalds', 'dihindarin', 'dasar', 'tone', 'deaf', 'htetapstcopadauuptzf']",1
"['taehyung', 'idol', 'gede', 'negeri', 'wawas', 'luas', 'muntidakin', 'stop', 'giving', 'him', 'the', 'benefit', 'of', 'the', 'doubt', 'teman', 'idolnya', 'kena', 'mcdonalds', 'starbucks', 'orang', 'boikot', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['bela', 'kena', 'mcdonalds', 'aksi', 'kah', 'hari', 'otak', 'ubah', 'makan', 'norak', 'dsb', 'sindir', 'mcdonalds', 'ayo', 'amp', 'mati', 'belakang', 'boikot', 'norak', 'boikot']",1
"['boikot', 'sih', 'mekdionald', 'product', 'afiliasi', 'israel', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['drpada', 'ribut', 'mending', 'ikut', 'naikin', 'hati', 'nya', 'hari', 'naik', 'hati', 'beli', 'adidas', 'naik', 'hati', 'beli', 'disneymekdiagensi', 'hdpkn', 'alarm', 'biar', 'ktingglan', 'cek', 'hati', 'dgunakan', 'tweet', 'dibwah', 'htetapstcozzaipidta']",-1
"['ayam', 'kfc', 'turun', 'potong', 'kena', 'boikot', 'kerja', 'boikot', 'sayang', 'alhasil', 'ayo', 'phk', 'ubah', 'nya', 'drastis', 'beda', 'pesan', 'mcdonalds', 'karyawan', 'mcdonalds']",-1
"['yuk', 'yuk', 'tinggal', 'tahan', 'jajan', 'mcdonalds', 'pizza', 'hut', 'kfc', 'sbuck', 'unilever', 'sketcher', 'maybelline', 'serta', 'produk', 'boikot', 'suruh', 'perang', 'nyawa', 'perang', 'nafsu', 'bikin', 'rugi', 'produk', 'subisatitusi']",1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'karyawan', 'ancam', 'phk']",-1
"['gerak', 'boikot', 'ekonomi', 'daerah', 'alam', 'turun']",-1
"['gerak', 'boikot', 'kerja', 'paruh', 'ancam', 'phk']",-1
"['video', 'lihat', 'beli', 'ngaruh', 'dk', 'minimal', 'mikir', 'tolong', 'sedikitapiun', 'omong']",-1
"['habis', 'jalan', 'teman', 'orang', 'jpn', 'iseng', 'tanya', 'palestina', 'israel', 'kasihan', 'iya', 'boikotin', 'boikotin', 'boikotin', 'produk', 'dukung', 'israel', 'cthnya', 'kayak', 'mcdonalds', 'hp', 'disney', 'eh']",1
"['army', 'goblok', 'bebel', 'pek', 'lihat', 'beli', 'jelasin', 'mcdonalds', 'tiktok', 'pek', 'mcdonalds', 'indonesia']",-1
"['malu', 'orang', 'suara', 'beli', 'mcdonalds', 'indonesia', 'lihat', 'aman', 'aman', 'bilang', 'lebay', 'boikot', 'htetapstcowhihhpiuct']",-1
"['rugi', 'boikot', 'ekonomi', 'daerah', 'akibat', 'kurang', 'langgan']",-1
"['debat', 'mcdonalds', 'orang', 'user', 'iphone', 'main', 'igtwittertiktok', 'top', 'tier', 'lirik', 'enggak', 'dampak', 'hindarin', 'coy', 'omsetny', 'mah', 'sih', 'pro', 'karyawanny', 'iya', 'ksi', 'cari', 'krj', 'susah', 'kcuali', 'lu', 'ngsih', 'kerja', 'layak', 'utak', 'gantiny', 'htetapstcomeodlabova']",-1
"['inti', 'wv', 'sih', 'efek', 'bilang', 'mcdonalds', 'katai', 'skuter', 'berisik', 'mcdonalds', 'rasa', 'doang', 'kompak', 'perihal', 'bitch', 'boikotin', 'skuter', 'boikot']",1
"['hindarin', 'brand', 'zionist', 'dukung', 'genosida', 'sodara', 'beli', 'mcdonalds', 'pro', 'israel', 'ngehindarin', 'personal', 'choice', 'hipokrit']",-1
"['teman', 'jir', 'pas', 'bilang', 'promo', 'pengin', 'balas', 'promo', 'orang', 'diboykot', 'sbenarnya', 'kangen', 'panas', 'spicyny', 'mcdonalds', 'ajuga', 'boikot', 'iya', 'tementemen', 'opsi', 'dkriuk', 'cinta', 'jatinangor', 'kalah', 'enak', 'murah', 'htetapstcozjxzmtaka']",-1
"['doa', 'nya', 'demo', 'beli', 'produk', 'mcdonalds', 'kfc', 'boikot', 'belakang', 'produk', 'amp', 'sadar', 'lembaga', 'terpercaya', 'dukung', 'donasi', 'pakai', 'lokal']",-1
"['beli', 'je', 'roti', 'sih', 'mcdonalds', 'itu', 'haram', 'nak', 'support', 'palestine', 'boykotin', 'sih', 'mcdonalds', 'boykotin', 'lah', 'apple', 'product', 'bende', 'tinggal', 'boykotin', 'bang', 'kesan', 'mental', 'paksa', 'beli', 'beli', 'je', 'hipokrit']",-1
"['pakai', 'cola', 'hobi', 'namu', 'coca', 'seru', 'postingan', 'beli', 'rpwp', 'apps', 'makan', 'mcdonalds', 'baju', 'bahas']",-1
